,Player,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Blank,SOS
0,Blake Griffin,2007-08,Oklahoma,Big 12,33,28,28.4,5.6,9.8,0.568,5.6,9.8,0.5710000000000001,0.0,0.1,0.0,3.5,6.0,0.589,3.3,5.8,9.1,1.8,1.0,0.8,2.3,2.5,14.7,,7.85
1,Blake Griffin,2008-09,Oklahoma,Big 12,35,35,33.3,8.6,13.1,0.654,8.5,12.9,0.659,0.1,0.2,0.375,5.5,9.3,0.59,3.9,10.5,14.4,2.3,1.1,1.2,3.3,2.5,22.7,,6.88
0,Terrence Williams,2005-06,Louisville,Big East,33,21,25.1,3.2,8.1,0.391,1.9,4.2,0.467,1.2,3.9,0.31,0.9,1.5,0.612,1.0,3.7,4.7,2.1,1.0,0.3,1.7,1.8,8.4,,6.5
1,Terrence Williams,2006-07,Louisville,Big East,34,34,33.0,4.6,12.7,0.3670000000000001,3.2,7.1,0.449,1.4,5.5,0.261,1.7,2.8,0.604,2.1,4.9,7.0,3.8,1.3,0.7,2.4,2.1,12.4,,7.69
2,Terrence Williams,2007-08,Louisville,Big East,36,36,35.9,4.1,9.9,0.411,2.7,5.9,0.46,1.4,4.0,0.34,1.7,2.9,0.5710000000000001,1.4,5.8,7.2,4.5,1.3,0.8,2.9,1.9,11.1,,8.0
3,Terrence Williams,2008-09,Louisville,Big East,37,36,34.2,4.6,10.6,0.431,3.0,6.6,0.459,1.5,4.0,0.385,1.8,3.2,0.581,1.4,7.2,8.6,5.0,2.3,0.8,2.3,1.7,12.5,,8.41
0,Gerald Henderson,2006-07,Duke,ACC,32,10,19.3,2.7,6.0,0.451,2.5,5.3,0.47,0.3,0.8,0.32,1.2,1.8,0.627,0.9,2.0,2.9,1.1,0.5,0.3,1.3,1.4,6.8,,10.49
1,Gerald Henderson,2007-08,Duke,ACC,34,33,26.2,4.6,9.7,0.474,4.0,7.8,0.511,0.6,1.9,0.317,3.0,4.4,0.669,1.4,3.3,4.7,1.6,1.1,0.9,2.0,2.1,12.7,,9.28
2,Gerald Henderson,2008-09,Duke,ACC,37,36,29.7,5.8,12.8,0.45,4.6,9.5,0.49,1.1,3.3,0.336,3.9,5.1,0.7609999999999999,1.2,3.7,4.9,2.5,1.2,0.8,2.2,1.7,16.5,,9.07
0,Tyler Hansbrough,2005-06,UNC,ACC,31,30,30.4,6.4,11.3,0.57,6.4,11.1,0.5710000000000001,0.1,0.1,0.5,6.0,8.2,0.7390000000000001,3.6,4.3,7.8,1.3,1.2,0.7,2.5,2.8,18.9,,7.77
1,Tyler Hansbrough,2006-07,UNC,ACC,38,38,29.9,6.0,11.4,0.525,6.0,11.3,0.528,0.0,0.1,0.25,6.4,8.3,0.768,3.1,4.8,7.9,1.2,1.1,0.4,1.9,2.4,18.4,,9.3
2,Tyler Hansbrough,2007-08,UNC,ACC,39,39,33.0,7.4,13.7,0.54,7.4,13.5,0.547,0.0,0.2,0.0,7.8,9.7,0.8059999999999999,3.9,6.4,10.2,0.9,1.5,0.4,2.1,2.4,22.6,,8.12
3,Tyler Hansbrough,2008-09,UNC,ACC,34,34,30.3,6.6,12.8,0.514,6.3,12.1,0.521,0.3,0.7,0.391,7.3,8.7,0.841,3.0,5.1,8.1,1.0,1.2,0.4,1.9,2.3,20.7,,8.35
0,Earl Clark,2006-07,Louisville,Big East,32,5,16.0,2.2,4.6,0.48,1.9,3.8,0.504,0.3,0.8,0.37,1.2,1.9,0.597,1.4,2.4,3.8,0.4,0.7,0.4,0.8,1.2,5.9,,7.69
1,Earl Clark,2007-08,Louisville,Big East,35,22,28.5,4.2,8.8,0.47600000000000003,3.7,6.9,0.544,0.4,1.9,0.22699999999999998,2.4,3.6,0.654,2.2,5.9,8.1,1.4,1.0,1.7,2.3,1.8,11.1,,8.0
2,Earl Clark,2008-09,Louisville,Big East,37,36,34.3,5.5,11.9,0.457,4.6,9.4,0.493,0.8,2.6,0.326,2.4,3.8,0.647,2.8,5.9,8.7,3.2,1.0,1.4,3.2,1.9,14.2,,8.41
0,Austin Daye,2007-08,Gonzaga,WCC,33,1,18.5,3.5,7.4,0.475,2.7,5.5,0.4970000000000001,0.8,1.9,0.413,2.7,3.1,0.8809999999999999,0.7,4.0,4.7,1.0,0.6,1.6,1.7,2.4,10.5,,2.15
1,Austin Daye,2008-09,Gonzaga,WCC,34,33,26.3,4.7,9.8,0.477,3.6,7.3,0.494,1.1,2.5,0.429,2.3,3.2,0.706,1.1,5.8,6.8,1.1,0.7,2.1,2.1,2.9,12.7,,3.55
0,James Johnson,2007-08,Wake Forest,ACC,30,28,29.2,5.5,11.2,0.48700000000000004,4.5,7.9,0.574,0.9,3.3,0.28,2.7,4.0,0.6890000000000001,3.1,5.0,8.1,1.2,1.4,1.3,2.6,3.1,14.6,,8.83
1,James Johnson,2008-09,Wake Forest,ACC,31,31,30.5,6.0,11.1,0.542,5.3,8.9,0.598,0.7,2.2,0.319,2.2,3.2,0.6970000000000001,2.5,6.0,8.5,2.0,1.4,1.5,2.4,2.9,15.0,,7.36
0,Jrue Holiday,2008-09,UCLA,Pac-10,35,35,27.1,3.2,7.1,0.45,2.4,4.6,0.528,0.8,2.5,0.307,1.3,1.8,0.726,1.3,2.5,3.8,3.7,1.6,0.5,2.1,2.1,8.5,,7.19
0,Ty Lawson,2006-07,UNC,ACC,38,31,25.7,3.7,7.4,0.5,2.9,5.1,0.564,0.8,2.3,0.35600000000000004,2.0,2.9,0.688,0.7,2.2,2.9,5.6,1.5,0.1,2.2,2.4,10.2,,9.3
1,Ty Lawson,2007-08,UNC,ACC,32,29,25.3,4.4,8.5,0.515,3.4,5.9,0.5820000000000001,0.9,2.6,0.361,3.0,3.6,0.835,0.5,2.3,2.7,5.2,1.6,0.0,2.2,1.8,12.7,,8.12
2,Ty Lawson,2008-09,UNC,ACC,35,35,29.9,5.2,9.8,0.532,3.7,6.7,0.56,1.5,3.1,0.47200000000000003,4.7,5.9,0.7979999999999999,0.7,2.3,3.0,6.6,2.1,0.1,1.9,1.7,16.6,,8.35
0,Jeff Teague,2007-08,Wake Forest,ACC,30,21,29.7,4.5,10.4,0.434,3.4,7.7,0.448,1.1,2.7,0.395,3.8,4.7,0.8029999999999999,0.5,2.2,2.7,2.5,1.8,0.5,2.5,2.3,13.9,,8.83
1,Jeff Teague,2008-09,Wake Forest,ACC,31,31,32.0,5.8,12.0,0.485,4.4,8.7,0.502,1.5,3.3,0.441,5.8,7.1,0.8170000000000001,0.5,2.8,3.3,3.5,1.9,0.6,3.4,2.2,18.8,,7.36
0,Hasheem Thabeet,2006-07,UConn,Big East,31,31,24.6,2.2,3.9,0.5539999999999999,2.2,3.9,0.5539999999999999,0.0,0.0,,1.9,3.7,0.513,2.4,4.0,6.4,0.4,0.2,3.8,1.6,2.6,6.2,,6.09
1,Hasheem Thabeet,2007-08,UConn,Big East,33,32,31.0,3.5,5.7,0.603,3.5,5.7,0.603,0.0,0.0,,3.6,5.1,0.698,2.9,4.9,7.9,0.4,0.3,4.5,1.8,2.6,10.5,,6.76
2,Hasheem Thabeet,2008-09,UConn,Big East,36,36,31.8,4.9,7.7,0.64,4.9,7.7,0.64,0.0,0.0,,3.7,5.9,0.627,3.7,7.1,10.8,0.5,0.6,4.2,1.9,2.5,13.6,,8.57
0,Eric Maynor,2005-06,VCU,CAA,29,4,15.7,1.7,3.9,0.43,1.6,3.4,0.465,0.1,0.5,0.2,1.2,1.4,0.8290000000000001,0.3,1.0,1.3,2.2,0.8,0.0,1.7,1.4,4.7,,-0.53
1,Eric Maynor,2006-07,VCU,CAA,35,34,34.7,4.6,10.9,0.424,3.9,9.2,0.43,0.7,1.7,0.39,4.0,5.1,0.778,0.6,3.6,4.2,6.4,1.4,0.2,2.1,2.1,13.9,,0.2
2,Eric Maynor,2007-08,VCU,CAA,32,32,34.8,6.1,13.3,0.459,4.6,9.4,0.487,1.6,4.0,0.394,4.1,5.4,0.762,0.8,3.4,4.2,5.5,1.3,0.2,3.0,1.9,17.9,,-2.06
3,Eric Maynor,2008-09,VCU,CAA,34,34,35.5,7.3,15.8,0.463,5.4,10.4,0.516,1.9,5.4,0.361,5.8,7.1,0.815,0.5,3.1,3.6,6.2,1.7,0.2,3.0,2.4,22.4,,-0.65
0,Darren Collison,2005-06,UCLA,Pac-10,39,2,19.2,2.0,5.0,0.402,1.5,3.5,0.434,0.5,1.5,0.32799999999999996,1.0,1.3,0.784,0.4,1.4,1.8,2.3,0.9,0.1,2.0,1.4,5.5,,8.27
1,Darren Collison,2006-07,UCLA,Pac-10,35,35,33.0,4.3,8.9,0.478,2.8,5.7,0.495,1.5,3.3,0.447,2.7,3.3,0.81,0.3,1.9,2.3,5.7,2.2,0.1,2.9,1.5,12.7,,9.84
2,Darren Collison,2007-08,UCLA,Pac-10,33,32,34.7,4.9,10.2,0.48100000000000004,3.3,7.1,0.462,1.6,3.1,0.525,3.1,3.5,0.872,0.5,2.1,2.6,3.8,1.8,0.1,2.2,1.3,14.5,,7.71
3,Darren Collison,2008-09,UCLA,Pac-10,35,35,31.5,5.0,9.8,0.509,3.8,6.9,0.5579999999999999,1.2,3.0,0.39399999999999996,3.2,3.6,0.897,0.5,1.9,2.4,4.7,1.6,0.1,2.5,1.5,14.4,,7.19
0,Byron Mullens,2008-09,Ohio State,Big Ten,33,2,20.3,3.6,5.7,0.638,3.6,5.7,0.642,0.0,0.0,0.0,1.6,2.8,0.5589999999999999,1.7,3.0,4.7,0.3,0.5,1.1,1.5,2.1,8.8,,8.23
0,Damion James,2006-07,Texas,Big 12,35,35,25.9,2.8,5.7,0.493,2.8,5.4,0.516,0.0,0.3,0.091,1.9,3.2,0.595,2.5,4.7,7.2,0.9,0.6,1.2,1.5,2.9,7.6,,6.12
1,Damion James,2007-08,Texas,Big 12,38,36,31.2,5.1,11.0,0.461,4.1,8.6,0.474,1.0,2.4,0.413,2.0,3.6,0.57,3.1,7.2,10.3,1.3,0.7,1.3,1.6,2.6,13.2,,8.59
2,Damion James,2008-09,Texas,Big 12,35,35,29.5,5.8,12.4,0.46799999999999997,5.0,9.9,0.503,0.8,2.5,0.326,3.0,4.4,0.684,2.9,6.3,9.2,1.3,1.0,0.9,2.3,2.7,15.4,,8.09
3,Damion James,2009-10,Texas,Big 12,34,34,30.3,6.2,12.3,0.501,5.1,9.6,0.535,1.1,2.8,0.38299999999999995,4.6,6.8,0.674,3.1,7.1,10.3,1.0,1.7,1.2,2.0,2.9,18.0,,7.38
0,Taj Gibson,2006-07,USC,Pac-10,37,37,32.4,4.7,8.4,0.5579999999999999,4.7,8.4,0.5579999999999999,0.0,0.0,,2.8,4.5,0.623,2.7,5.9,8.7,1.5,0.5,1.9,2.9,3.0,12.2,,7.87
1,Taj Gibson,2007-08,USC,Pac-10,33,32,32.1,4.2,7.2,0.58,4.2,7.2,0.58,0.0,0.0,,2.4,4.0,0.594,2.4,5.4,7.8,1.3,0.7,2.5,2.5,3.5,10.8,,8.59
2,Taj Gibson,2008-09,USC,Pac-10,35,35,33.7,5.4,9.0,0.601,5.4,9.0,0.601,0.0,0.0,,3.4,5.2,0.659,3.5,5.5,9.0,1.3,1.0,2.9,2.1,2.9,14.3,,9.15
0,DeMarre Carroll,2004-05,Vanderbilt,SEC,34,5,15.6,1.6,3.3,0.5,1.5,2.8,0.5429999999999999,0.1,0.5,0.278,0.5,1.2,0.429,1.6,2.2,3.8,0.7,0.6,0.1,0.6,1.6,4.0,,7.3
1,DeMarre Carroll,2005-06,Vanderbilt,SEC,30,16,29.1,4.5,8.8,0.511,4.4,8.2,0.534,0.1,0.6,0.17600000000000002,1.7,2.9,0.605,2.7,3.6,6.4,2.0,1.2,0.4,1.8,2.7,10.8,,7.53
2,DeMarre Carroll,2007-08,Missouri,Big 12,32,30,25.3,5.1,9.4,0.536,5.0,8.9,0.5579999999999999,0.1,0.5,0.17600000000000002,2.8,4.6,0.612,2.8,3.8,6.7,1.3,1.1,0.7,1.5,2.7,13.0,,6.87
3,DeMarre Carroll,2008-09,Missouri,Big 12,38,38,28.0,6.5,11.6,0.5579999999999999,6.1,10.4,0.579,0.4,1.2,0.364,3.2,5.0,0.634,2.4,4.8,7.2,2.2,1.6,0.7,1.5,2.2,16.6,,6.72
0,Greivis Vasquez,2006-07,Maryland,ACC,34,22,28.8,3.4,7.6,0.444,2.4,4.7,0.522,0.9,2.9,0.316,2.2,2.8,0.7979999999999999,0.8,2.5,3.3,4.6,1.1,0.1,2.7,2.3,9.8,,7.59
1,Greivis Vasquez,2007-08,Maryland,ACC,34,34,37.0,5.9,13.6,0.4320000000000001,4.0,7.5,0.531,1.9,6.1,0.309,3.4,4.3,0.782,0.9,4.8,5.7,6.8,1.4,0.3,4.4,2.3,17.0,,7.28
2,Greivis Vasquez,2008-09,Maryland,ACC,35,35,34.6,6.2,15.4,0.405,4.3,9.6,0.452,1.9,5.8,0.327,3.2,3.7,0.867,1.1,4.3,5.4,5.0,1.4,0.4,2.8,2.2,17.5,,8.99
3,Greivis Vasquez,2009-10,Maryland,ACC,33,32,33.9,6.7,15.5,0.429,4.6,9.7,0.47,2.1,5.8,0.359,4.2,4.9,0.857,1.2,3.5,4.6,6.3,1.7,0.4,3.4,2.1,19.6,,7.95
0,Wayne Ellington,2006-07,UNC,ACC,38,37,23.9,4.3,10.0,0.433,2.6,5.3,0.488,1.7,4.7,0.371,1.3,1.6,0.836,0.7,2.1,2.9,2.1,0.8,0.0,1.2,1.3,11.7,,9.3
1,Wayne Ellington,2007-08,UNC,ACC,39,38,31.1,6.1,13.0,0.467,4.1,8.0,0.51,2.0,5.0,0.4,2.4,2.9,0.826,1.1,3.4,4.5,2.0,1.1,0.2,1.7,1.6,16.6,,8.12
2,Wayne Ellington,2008-09,UNC,ACC,38,37,30.4,5.7,11.7,0.483,3.4,6.3,0.539,2.2,5.4,0.41700000000000004,2.3,2.9,0.777,1.5,3.4,4.9,2.7,0.9,0.2,1.6,1.5,15.8,,8.35
0,Toney Douglas,2004-05,Auburn,SEC,31,31,35.6,5.8,13.6,0.424,3.8,8.3,0.457,2.0,5.4,0.373,3.4,4.3,0.789,0.8,4.5,5.3,1.8,1.4,0.1,2.5,2.5,16.9,,6.6
1,Toney Douglas,2006-07,Florida State,ACC,30,28,28.8,4.8,10.0,0.475,3.7,7.4,0.502,1.0,2.6,0.397,2.1,2.7,0.7879999999999999,0.8,2.0,2.7,2.9,1.2,0.3,2.4,1.8,12.7,,8.63
2,Toney Douglas,2007-08,Florida State,ACC,34,32,35.4,5.2,12.2,0.43,3.4,7.1,0.483,1.8,5.1,0.35600000000000004,3.1,3.9,0.809,0.7,2.4,3.2,2.9,2.6,0.3,2.8,2.6,15.4,,7.31
3,Toney Douglas,2008-09,Florida State,ACC,35,35,36.5,6.8,15.3,0.446,4.4,9.0,0.489,2.4,6.3,0.385,5.4,6.6,0.81,0.8,3.1,3.9,2.9,1.8,0.4,2.5,2.2,21.5,,7.91
0,James Harden,2007-08,Arizona State,Pac-10,34,33,34.1,5.8,10.9,0.527,4.5,7.8,0.5760000000000001,1.3,3.2,0.40700000000000003,5.0,6.6,0.754,1.3,4.0,5.3,3.2,2.1,0.6,2.6,2.1,17.8,,6.28
1,James Harden,2008-09,Arizona State,Pac-10,35,35,35.8,6.3,12.9,0.489,4.7,8.3,0.564,1.7,4.7,0.35600000000000004,5.8,7.7,0.7559999999999999,1.4,4.2,5.6,4.2,1.7,0.3,3.4,2.8,20.1,,7.82
0,Jeff Pendergraph,2005-06,Arizona State,Pac-10,27,22,25.5,4.3,8.6,0.494,4.3,8.6,0.498,0.0,0.1,0.0,2.4,3.3,0.73,2.1,4.0,6.1,0.6,0.4,0.9,1.9,3.4,10.9,,7.18
1,Jeff Pendergraph,2006-07,Arizona State,Pac-10,30,29,33.6,4.8,8.8,0.551,4.8,8.6,0.562,0.0,0.2,0.0,2.4,3.3,0.73,3.9,5.1,9.1,0.9,0.6,0.7,2.3,3.5,12.1,,7.95
2,Jeff Pendergraph,2007-08,Arizona State,Pac-10,34,34,28.4,4.5,7.6,0.593,4.5,7.6,0.595,0.0,0.0,0.0,3.4,4.3,0.7929999999999999,2.2,4.2,6.4,0.9,0.4,1.6,2.0,3.1,12.4,,6.28
3,Jeff Pendergraph,2008-09,Arizona State,Pac-10,35,35,32.5,5.7,8.6,0.66,5.7,8.5,0.662,0.0,0.0,0.0,3.2,4.1,0.779,2.5,5.7,8.2,0.9,0.5,0.9,1.2,2.7,14.5,,7.82
0,Jermaine Taylor,2005-06,UCF,CUSA,29,0,11.7,1.7,4.3,0.395,1.1,2.3,0.47100000000000003,0.6,1.9,0.304,0.4,0.9,0.44,0.9,1.2,2.2,0.5,0.4,0.2,1.0,1.0,4.3,,-0.69
1,Jermaine Taylor,2006-07,UCF,CUSA,31,0,25.2,4.5,9.5,0.474,2.5,4.5,0.539,2.0,4.9,0.414,1.7,2.5,0.711,1.5,1.7,3.2,1.5,0.9,0.3,2.2,1.8,12.7,,-1.48
2,Jermaine Taylor,2007-08,UCF,CUSA,31,29,33.5,7.5,16.2,0.461,4.9,9.2,0.531,2.5,6.9,0.3670000000000001,3.4,4.3,0.795,1.7,3.0,4.7,1.7,1.1,0.3,2.5,2.1,20.8,,3.16
3,Jermaine Taylor,2008-09,UCF,CUSA,31,31,31.9,9.4,19.5,0.48,6.4,11.6,0.551,3.0,7.9,0.376,4.5,5.5,0.812,1.9,3.3,5.2,1.9,1.3,0.8,2.8,1.8,26.2,,1.26
0,Dante Cunningham,2005-06,Villanova,Big East,33,4,19.1,0.9,1.9,0.468,0.9,1.9,0.468,0.0,0.0,,0.4,1.0,0.394,1.8,2.2,4.0,0.8,0.8,0.6,0.8,2.4,2.2,,9.23
1,Dante Cunningham,2006-07,Villanova,Big East,33,27,27.3,3.0,5.8,0.513,3.0,5.8,0.51,0.0,0.0,1.0,2.7,3.4,0.779,2.6,2.8,5.4,0.7,1.3,0.6,1.7,2.9,8.7,,9.16
2,Dante Cunningham,2007-08,Villanova,Big East,35,35,30.0,4.1,7.5,0.544,4.1,7.5,0.544,0.0,0.0,,2.3,3.3,0.69,2.9,3.6,6.5,1.1,1.3,0.9,2.3,3.1,10.4,,7.69
3,Dante Cunningham,2008-09,Villanova,Big East,38,38,31.6,6.4,12.2,0.525,6.4,12.2,0.527,0.0,0.1,0.0,3.3,4.7,0.6970000000000001,2.6,4.9,7.5,1.2,1.2,1.2,2.2,2.7,16.1,,8.72
0,DaJuan Summers,2006-07,Georgetown,Big East,37,34,26.4,2.9,7.1,0.41200000000000003,1.8,3.6,0.489,1.1,3.4,0.331,2.2,2.9,0.764,1.6,2.2,3.7,1.1,0.8,0.6,2.1,2.1,9.2,,9.48
1,DaJuan Summers,2007-08,Georgetown,Big East,33,33,27.2,3.7,8.7,0.429,2.2,4.2,0.522,1.5,4.5,0.342,2.1,3.0,0.7070000000000001,1.0,4.4,5.4,1.5,1.0,0.6,2.0,2.4,11.1,,7.23
2,DaJuan Summers,2008-09,Georgetown,Big East,31,31,29.4,4.4,9.3,0.474,2.7,5.0,0.552,1.7,4.4,0.385,3.1,4.4,0.713,1.2,3.0,4.1,1.3,1.1,0.7,2.6,2.6,13.6,,8.97
0,Sam Young,2005-06,Pitt,Big East,33,3,20.4,3.0,5.7,0.521,2.8,5.1,0.563,0.1,0.6,0.19,1.8,2.7,0.693,1.8,2.6,4.4,0.8,0.7,0.6,1.5,1.4,7.9,,7.01
1,Sam Young,2006-07,Pitt,Big East,37,2,17.2,2.8,6.1,0.458,2.4,4.9,0.4920000000000001,0.4,1.1,0.31,1.2,2.1,0.597,1.3,1.7,3.0,0.7,0.6,0.5,1.1,1.6,7.2,,8.53
2,Sam Young,2007-08,Pitt,Big East,37,37,32.1,6.9,13.6,0.503,5.7,10.5,0.5379999999999999,1.2,3.1,0.383,3.1,4.5,0.69,2.2,4.0,6.3,1.2,1.1,1.1,2.4,2.0,18.1,,7.84
3,Sam Young,2008-09,Pitt,Big East,36,36,31.8,7.3,14.4,0.502,5.8,10.4,0.552,1.5,4.0,0.3720000000000001,3.2,4.3,0.74,1.9,4.3,6.3,1.1,1.0,0.8,2.4,1.7,19.2,,8.61
0,DeJuan Blair,2007-08,Pitt,Big East,37,36,26.0,4.5,8.5,0.537,4.5,8.5,0.537,0.0,0.0,,2.5,4.0,0.624,3.9,5.2,9.1,0.9,1.7,1.1,1.9,2.9,11.6,,7.84
1,DeJuan Blair,2008-09,Pitt,Big East,35,35,27.3,6.5,10.9,0.593,6.5,10.9,0.593,0.0,0.0,,2.8,4.6,0.605,5.6,6.8,12.3,1.2,1.5,1.0,1.3,2.7,15.7,,8.61
0,Tyreke Evans,2008-09,Memphis,CUSA,37,35,29.0,6.2,13.6,0.455,5.3,10.3,0.514,0.9,3.4,0.274,3.7,5.2,0.711,1.3,4.1,5.4,3.9,2.1,0.8,3.6,2.4,17.1,,4.63
0,Derrick Brown,2006-07,Xavier,A-10,34,0,16.9,2.3,3.2,0.706,2.1,3.0,0.723,0.1,0.2,0.5,1.6,2.4,0.7,1.4,2.8,4.1,0.8,0.5,0.6,1.1,2.5,6.3,,3.39
1,Derrick Brown,2007-08,Xavier,A-10,37,37,28.1,4.0,6.6,0.609,3.7,5.7,0.649,0.3,0.9,0.344,2.6,3.7,0.706,2.0,4.5,6.5,1.7,0.9,0.8,1.9,2.5,10.9,,5.47
2,Derrick Brown,2008-09,Xavier,A-10,35,35,29.5,4.9,9.6,0.504,3.7,7.1,0.53,1.1,2.6,0.433,2.9,3.9,0.741,2.3,3.7,6.1,1.9,0.7,0.9,1.7,2.5,13.7,,4.65
0,Jodie Meeks,2006-07,Kentucky,SEC,34,1,22.1,2.8,6.7,0.419,1.5,3.1,0.481,1.3,3.6,0.364,1.8,2.0,0.897,0.9,2.0,2.8,1.5,0.9,0.1,1.2,1.3,8.7,,11.41
1,Jodie Meeks,2007-08,Kentucky,SEC,11,5,23.2,2.5,8.0,0.307,1.0,3.5,0.289,1.5,4.5,0.32,2.5,3.1,0.794,0.7,1.9,2.6,1.5,0.5,0.1,1.1,1.7,8.8,,7.09
2,Jodie Meeks,2008-09,Kentucky,SEC,36,36,34.4,7.3,15.8,0.463,4.1,7.8,0.521,3.3,8.0,0.406,5.9,6.5,0.902,0.5,2.9,3.4,1.8,1.3,0.1,2.7,1.9,23.7,,4.82
0,Marcus Thornton,2007-08,LSU,SEC,31,30,33.6,6.8,15.7,0.436,3.9,8.0,0.494,2.9,7.7,0.377,3.0,3.7,0.8170000000000001,2.0,3.6,5.6,1.4,1.4,0.3,2.2,2.0,19.6,,5.66
1,Marcus Thornton,2008-09,LSU,SEC,35,35,31.9,7.3,15.5,0.47200000000000003,5.1,9.7,0.522,2.2,5.7,0.38799999999999996,4.3,5.7,0.745,2.0,3.5,5.5,2.1,1.6,0.4,1.8,2.1,21.1,,3.27
0,Chase Budinger,2006-07,Arizona,Pac-10,31,31,33.0,5.7,11.7,0.485,4.1,7.3,0.555,1.6,4.4,0.368,2.6,3.1,0.845,1.8,4.0,5.8,2.0,1.2,0.4,1.6,1.7,15.6,,10.76
1,Chase Budinger,2007-08,Arizona,Pac-10,34,34,35.3,6.0,13.4,0.446,3.9,7.8,0.494,2.1,5.6,0.38,3.0,4.2,0.718,1.0,4.4,5.4,2.9,1.1,0.2,2.4,1.9,17.1,,10.22
2,Chase Budinger,2008-09,Arizona,Pac-10,35,35,37.6,6.3,13.0,0.48,4.3,8.2,0.528,1.9,4.8,0.399,3.6,4.5,0.8009999999999999,1.4,4.8,6.2,3.4,1.4,0.5,2.4,1.9,18.0,,8.8
0,Danny Green,2005-06,UNC,ACC,31,0,15.3,2.6,6.0,0.433,1.7,3.6,0.486,0.9,2.5,0.355,1.4,1.7,0.792,1.2,2.6,3.7,1.1,0.7,1.0,1.3,1.6,7.5,,7.77
1,Danny Green,2006-07,UNC,ACC,37,0,13.6,1.8,4.3,0.41100000000000003,1.1,2.1,0.532,0.6,2.2,0.29600000000000004,1.1,1.2,0.848,0.8,1.9,2.8,1.1,0.6,0.7,0.8,1.4,5.2,,9.3
2,Danny Green,2007-08,UNC,ACC,39,1,22.3,4.1,8.8,0.469,2.7,4.9,0.544,1.4,3.8,0.373,1.8,2.0,0.873,1.7,3.2,4.9,2.0,1.2,1.2,1.9,2.3,11.5,,8.12
3,Danny Green,2008-09,UNC,ACC,38,38,27.4,4.8,10.3,0.47100000000000003,2.8,5.4,0.517,2.0,4.8,0.418,1.4,1.6,0.852,1.8,2.8,4.7,2.7,1.8,1.3,1.7,2.2,13.1,,8.35
0,Gani Lawal,2007-08,Georgia Tech,ACC,32,25,17.3,2.8,4.9,0.57,2.8,4.9,0.573,0.0,0.0,0.0,1.5,3.1,0.495,1.6,1.9,3.5,0.3,0.4,1.0,1.7,2.6,7.2,,9.57
1,Gani Lawal,2008-09,Georgia Tech,ACC,31,30,29.6,5.9,10.7,0.556,5.9,10.6,0.5579999999999999,0.0,0.0,0.0,3.2,5.7,0.5589999999999999,3.6,5.9,9.5,0.6,1.0,1.5,2.5,2.6,15.1,,7.32
2,Gani Lawal,2009-10,Georgia Tech,ACC,36,36,25.8,4.8,9.0,0.529,4.8,9.0,0.531,0.0,0.0,0.0,3.5,6.2,0.5720000000000001,2.9,5.6,8.5,0.4,0.4,1.4,2.2,2.1,13.1,,9.02
0,Jack McClinton,2004-05,Siena,MAAC,30,23,32.3,4.6,10.8,0.423,3.0,6.5,0.467,1.5,4.3,0.35700000000000004,2.9,3.6,0.815,0.9,4.1,5.0,2.7,1.1,0.0,2.6,2.9,13.6,,-2.47
1,Jack McClinton,2006-07,Miami (FL),ACC,31,22,31.5,5.3,13.0,0.40399999999999997,2.3,6.3,0.3670000000000001,2.9,6.7,0.44,3.3,3.7,0.895,0.5,2.0,2.5,2.1,0.7,0.0,2.4,2.3,16.7,,7.15
2,Jack McClinton,2007-08,Miami (FL),ACC,32,30,31.5,5.6,13.1,0.428,2.7,6.2,0.429,2.9,6.9,0.4270000000000001,3.6,3.9,0.919,0.3,2.1,2.4,2.6,0.8,0.0,2.5,1.8,17.7,,7.13
3,Jack McClinton,2008-09,Miami (FL),ACC,32,31,32.2,6.3,13.9,0.449,3.1,6.9,0.446,3.2,7.0,0.45299999999999996,3.6,4.1,0.885,0.6,2.5,3.1,2.8,0.8,0.0,2.6,1.6,19.3,,9.04
0,A.J. Price,2006-07,UConn,Big East,31,23,23.9,3.2,8.3,0.387,2.4,5.4,0.446,0.8,2.8,0.273,2.2,3.2,0.69,1.1,1.9,3.0,3.6,1.2,0.1,2.0,1.3,9.4,,6.09
1,A.J. Price,2007-08,UConn,Big East,33,33,32.1,4.8,11.1,0.4370000000000001,3.3,6.8,0.48,1.6,4.3,0.369,3.2,4.3,0.746,0.8,2.8,3.5,5.8,1.3,0.1,2.4,1.6,14.5,,6.76
2,A.J. Price,2008-09,UConn,Big East,35,35,31.8,4.9,11.9,0.408,2.5,6.1,0.413,2.3,5.8,0.402,2.7,3.7,0.721,0.6,2.9,3.5,4.7,0.7,0.0,2.7,1.3,14.7,,8.57
0,Luke Harangody,2006-07,Notre Dame,Big East,32,16,20.6,4.2,9.1,0.45899999999999996,4.2,9.0,0.46,0.0,0.0,0.0,2.9,3.6,0.816,2.7,3.5,6.2,1.2,0.9,0.5,1.2,2.6,11.2,,4.97
1,Luke Harangody,2007-08,Notre Dame,Big East,33,33,29.0,7.8,15.7,0.5,7.8,15.4,0.503,0.1,0.3,0.33299999999999996,4.6,6.0,0.763,3.5,7.1,10.6,1.7,0.8,0.9,2.3,2.6,20.4,,7.03
